UWI,lifetime_start,lifetime_end,FAILSTART,FAILURETYPE,H2S_CONCENTRATION,StrokeLength,gas_anchor_length,MAX_INCLINATION,wellbore_category,AVG_PRESS_FLOWLINE,AVG_PRESSURE_TUBING,AVG_PRESSURE_CASING,AVG_DIFFERENTIAL_PRESSURE,AVG_OIL_VOLUME,AVG_WATER_VOLUME,AVG_LIQUID_VOLUME,AVG_WATERSG,rod_sinker_type,rod_has_guides,overall_max_sideload,shallow_max_sideload,max_unguided_sideload,ENDURALLOY_LENGTH,NIPPLE_SET_DEPTH,pump_bore
899-59-0664,00:00.0,00:00.0,00:00.0,Tubing,0,144.0398582,17.5,1.39,Vertical,58.528302,68.732716,118.363375,48.90316,81.75841,17.259939,99.018349,1.04,SLICK_SINKER_BARS,FALSE,,,,0,9598.3,1.75
401-71-8877,00:00.0,45:00.0,00:00.0,Tubing,0,144,17.12,2.02,Vertical,58.928082,87.725278,111.628819,24.106997,126.003401,43.380952,169.384354,1.04,SLICK_SINKER_BARS,FALSE,176.74,176.74,176.74,0,10166.8,1.75
336-88-0341,00:00.0,57:00.0,17:00.0,Sucker Rod Pump,0,144,19.21,1.99,Vertical,,88.105882,93.964706,5.858824,117.458824,39.047059,156.505882,,SINKER_BARS_W_GUIDED_SUBS,TRUE,201.82,201.82,201.82,0,10131.2,1.75
103-79-0902,00:00.0,37:11.3,,,0,144.0399933,19.27,1.95,Vertical,59.550886,60.918481,61.823625,1.81575,56.290123,22.606049,78.896173,1.2,SINKER_BARS_W_GUIDED_SUBS,FALSE,88.41,88.41,88.41,0,9534,1.25
076-79-4878,00:00.0,00:00.0,18:00.0,Tubing,0,144,19.3,1.58,Vertical,,62.403313,66.108675,3.705362,46.705754,22.599606,69.317731,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,10265.8,1.5
433-14-8266,30:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.75,2.27,Vertical,,38.350453,28.753501,0.531722,28.407504,2.699902,31.111192,,SLICK_SINKER_BARS,FALSE,,,,0,8547.2,1.25
898-48-7277,00:00.0,00:00.0,00:00.0,Tubing,0,144,37.21,1.63,Vertical,,78.436841,164.440261,86.00342,29.995888,30.990377,60.198757,,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,9861.4,1.5
425-86-2755,00:00.0,45:00.0,00:00.0,Tubing,0,144,0,5.16,LowTangent,77.349683,145.154452,206.286742,62.199566,127.530238,39.698228,167.228467,1.04,SLICK_SINKER_BARS,FALSE,128.56,128.56,128.56,0,10380.9,1.5
266-76-2019,00:00.0,30:00.0,00:00.0,Tubing,0,144,19.23,2.98,Vertical,,90.105634,59.422535,-30.683099,56.196629,35.286517,91.483146,1.04,SLICK_SINKER_BARS,FALSE,185.88,185.88,185.88,0,9918,1.5
732-84-3711,00:00.0,00:00.0,24:00.0,Tubing,0,169.4299927,17.15,14.93,HighTangent,68.026752,89.473196,156.858141,77.386058,126.591401,174.325573,300.916975,1.04,SLICK_SINKER_BARS,TRUE,,,,254.54,9997.6,1.75
222-83-8126,00:00.0,42:00.0,19:00.0,Tubing,0,169.4299927,17.21,15.05,HighTangent,91.374388,114.451148,122.682917,13.989286,153.943805,175.866372,329.810177,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,,,,0,9572.7,2
860-23-4519,00:00.0,37:11.3,,,0,169.4299927,31.93,2.27,Vertical,69.484444,84.048889,116.201111,32.152222,76.031667,98.41,174.441667,1.04,SLICK_SINKER_BARS,TRUE,,,,359.59,10315.3,2
453-45-1885,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.75,1.14,Vertical,,77.222222,173.784722,96.5625,97.067361,3.520417,100.587778,,SLICK_SINKER_BARS,FALSE,,,,0,9753,1.5
455-59-1219,00:00.0,00:00.0,00:00.0,Rods,0.5,144.0399933,2.95,2.96,Vertical,53.749003,59.359014,49.931094,-8.836104,32.199364,15.361123,47.560487,1.04,SLICK_SINKER_BARS,FALSE,161.47,161.47,161.47,193.34,9595.3,1.5
898-48-7277,00:00.0,00:00.0,45:00.0,Sucker Rod Pump,0,144,37.21,1.63,Vertical,,115.292181,185.314094,70.021913,36.055872,9.823557,45.735979,,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,9861.4,1.5
087-71-1484,00:00.0,00:00.0,,,0,144,20.76,1.7,Vertical,,,,,52.4375,12.375,64.8125,1.04,SLICK_SINKER_BARS,FALSE,,,,0,10141.6,1.5
628-07-9398,30:00.0,00:00.0,00:00.0,Tubing,0,144,0,11.06,HighTangent,42.690633,114.239174,71.766422,-41.018235,74.900452,41.606335,116.506787,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,501.36,274.57,501.36,0,10392,1.5
114-85-4004,30:00.0,00:00.0,30:00.0,Sucker Rod Pump,5,144.0399933,19.16,2.93,Vertical,55.933944,89.629617,65.461535,-24.653232,35.558142,43.903486,79.461628,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,,,,0,10428.6,1.5
236-57-0134,00:00.0,00:00.0,,,0,144,2.94,1.93,Vertical,19.82609,23.90686,17.032523,0.406185,3.531503,1.961965,5.493468,1.2,SLICK_SINKER_BARS,FALSE,134.83,114.19,134.83,0,8823.4,1.25
352-78-9074,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,19.35,1.62,Vertical,18.260717,31.934301,21.449585,14.346105,10.59384,1.134475,11.728315,1.2,SLICK_SINKER_BARS,FALSE,,,,0,9070.2,1.25
853-22-1225,00:00.0,37:11.3,,,0,168.2599945,17.14,9.15,LowTangent,80.057615,101.78,136.213303,47.215229,73.168909,158.168818,231.337727,1.19,SLICK_SINKER_BARS,FALSE,,,,194.86,10247.9,1.75
720-77-7058,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,168.7758228,17.11,5.89,LowTangent,63.834552,79.517687,90.424925,11.252193,149.72,42.905455,192.625455,1.04,SLICK_SINKER_BARS,TRUE,133.94,37.65,114.07,129.19,9991.1,1.75
325-16-9509,00:00.0,00:00.0,00:00.0,Tubing,0,144.2433238,17.19,1.76,Vertical,,90.257009,176.14486,85.88785,154.336149,44.488176,198.824324,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,58.09,58.09,58.09,0,10068.9,1.5
669-46-0452,00:00.0,37:11.3,,,0,112,20.9,2.21,Vertical,33.278125,33.487455,32.915893,-0.546018,30.222609,4.369217,34.591826,1.2,SLICK_SINKER_BARS,FALSE,,,,0,9718.7,1.25
141-39-9765,00:00.0,30:00.0,00:00.0,Rods,0,144.0399933,19.22,5.79,LowTangent,64.067425,72.644026,93.725625,-393.43859,57.173889,38.542991,95.71688,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,202.26,202.26,113.27,0,9638.4,1.5
292-29-2771,00:00.0,00:00.0,00:00.0,Tubing,0,144,17.12,6.97,LowTangent,69.458537,116.342344,153.43088,9.127955,180.679947,82.02656,262.706507,1.04,SLICK_SINKER_BARS,FALSE,138.65,138.65,138.65,0,10276.4,1.75
341-12-8226,00:00.0,30:00.0,52:00.0,Sucker Rod Pump,0,168,19.7,8.06,LowTangent,59.513968,77.997614,83.866156,5.889649,53.568004,76.159858,129.727862,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,8096.4,2
273-63-6416,30:00.0,00:00.0,34:00.0,Tubing,0,216.1199951,8.7,1.98,Vertical,56.175597,67.621343,71.120448,5.576444,11.551333,2.088889,13.640222,1.04,UNKNOWN,TRUE,63.42,63.42,63.42,0,5204.3,1.5
548-99-2796,00:00.0,00:00.0,31:00.0,Tubing,0,144,19.25,2.76,Vertical,,63.995475,91.855204,27.859729,57.859729,68.864253,126.723982,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,257.73,10540.7,1.5
835-67-5215,00:00.0,00:00.0,00:00.0,Tubing,42.6667,144,19.22,1.64,Vertical,,63.006231,60.461059,-2.545171,51.894143,11.595016,63.489159,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,9667.9,1.5
434-95-8061,00:00.0,00:00.0,,,0,168.2599945,2.95,10.64,HighTangent,62.356383,184.295584,241.248398,84.861044,150.276042,93.010417,243.286458,1.04,UNKNOWN,FALSE,,,,0,10314.4,1.75
654-60-1522,00:00.0,15:00.0,00:00.0,Sucker Rod Pump,0,144,17.38,2.11,Vertical,,164.696561,706.229299,541.532739,205.270701,46.323726,251.594427,,SLICK_SINKER_BARS,FALSE,135.53,135.53,135.53,0,10115.6,1.75
202-88-8081,00:00.0,00:00.0,,,0,144,20.75,1.38,Vertical,76.913942,146.032545,223.32315,79.39064,74.971094,23.827717,98.805964,1.2,SLICK_SINKER_BARS,TRUE,,,,0,10482.9,1.5
192-37-7458,00:00.0,00:00.0,00:00.0,Rods,0,144.0398269,17.15,3.9,Vertical,57.687145,91.548246,127.414669,37.57585,109.022699,113.310214,222.332913,1.04,SLICK_SINKER_BARS,FALSE,203.04,203.04,203.04,0,10159.7,1.75
712-24-7348,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.9,1.69,LowTangent,,0,0,0,80.407656,41.475954,122.853906,,SLICK_SINKER_BARS,FALSE,68.07,68.07,68.07,0,10033.9,1.75
642-04-9474,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.74,1.96,Vertical,,75.378379,127.985204,52.606826,74.021798,14.526839,88.548638,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,69,51.33,69,0,9676,1.5
595-18-1894,00:00.0,00:00.0,54:00.0,Sucker Rod Pump,0,144,19.25,1.77,Vertical,,216.462609,336.293445,119.677125,112.999846,77.899217,190.99919,1.2,SLICK_SINKER_BARS,FALSE,55.44,47.96,55.44,0,10403,1.5
509-38-2250,00:00.0,00:00.0,00:00.0,Tubing,0,169.4299927,19.2,4.03,LowTangent,61.781233,69.913624,88.633303,18.068219,166.178082,37.424658,203.60274,1.04,SLICK_SINKER_BARS,FALSE,164.05,146.05,164.05,193.09,9718.1,1.75
753-41-1942,00:00.0,00:00.0,54:00.0,Tubing,0,144,20.69,5.82,LowTangent,,128.604203,184.914859,56.310657,96.909944,38.94591,135.855854,,SLICK_SINKER_BARS,FALSE,143.27,143.27,143.27,0,10197.4,1.5
174-19-1296,00:00.0,00:00.0,00:00.0,Tubing,0,144,20.74,3.1,Vertical,31.889375,50.944152,48.589472,-2.029381,29.197855,3.772979,32.955634,1.2,SLICK_SINKER_BARS,TRUE,,,,0,10532.3,1.25
362-99-6974,00:00.0,00:00.0,00:00.0,Tubing,0,144,20.9,2.2,Vertical,,0,156.027397,0,116.421324,4.195753,120.617078,,SLICK_SINKER_BARS,FALSE,,,,0,9113.1,1.5
839-15-2779,00:00.0,00:00.0,,,0,144,17.56,1.8,Vertical,,30.800543,51.321815,20.521272,10.699926,1.509716,12.209642,1.2,SLICK_SINKER_BARS,FALSE,54.83,54.83,54.83,0,10113.9,1.25
673-61-5476,00:00.0,37:11.3,,,0,144,2.94,1.64,Vertical,44.256689,69.531315,85.413583,15.747387,102.841036,22.96705,125.808086,1.19,SLICK_SINKER_BARS,FALSE,71.81,71.81,71.81,444.18,9250.6,1.75
398-34-2865,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,168.0399933,19.8,6.07,LowTangent,54.880594,211.402248,83.664679,-128.637534,39.953242,46.380183,86.333425,1.133564,SLICK_SINKER_BARS,TRUE,164.61,164.61,121.73,65.35,9014.5,1.75
839-15-2779,00:00.0,37:11.3,,,0,144,17.56,1.8,Vertical,18.853113,117.12335,19.630956,-76.170357,1.465341,0.869002,2.334342,,UNKNOWN,FALSE,,,,0,10113.9,Other
078-62-6048,30:00.0,30:00.0,00:00.0,Tubing,0,143.9494017,0,1.9,Vertical,52.938248,76.415267,52.985556,-24.388496,33.540376,52.018761,85.559137,1.04,SLICK_SINKER_BARS,FALSE,64.1,64.1,64.1,0,10040.5,1.25
417-31-3099,00:00.0,30:00.0,,,1,144,17.25,1.6,Vertical,50.093258,67.326077,77.418855,9.121235,58.071227,24.11908,82.190307,1.04,SLICK_SINKER_BARS,FALSE,79.82,79.82,79.82,0,10281,1.75
454-02-0835,30:00.0,37:11.3,,,0,144.0500031,17.12,1.93,Vertical,11.904583,68.501056,124.830186,38.105831,2.90035,2.63621,5.53656,1.2,SLICK_SINKER_BARS,FALSE,102.35,102.35,102.35,130.67,9657.7,1.5
147-98-7876,30:00.0,37:11.3,,,0,169.3999939,17.11,6.51,LowTangent,64.310398,86.158746,68.361411,-18.047055,114.680489,116.604067,231.284557,1.04,SUCKER_RODS_W_GUIDES,TRUE,337.9,337.9,337.9,261.28,10103.2,1.75
767-46-3279,00:00.0,37:11.3,,,0,144.0398077,17.13,2.02,Vertical,64.881344,99.316951,96.284104,-2.794558,49.62594,13.771729,63.397669,1.04,SLICK_SINKER_BARS,TRUE,90.01,71.15,90.01,257.45,10646.7,1.25
289-32-8553,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,32.38,1.75,Vertical,,60,68.431818,8.431818,33.65,8.146875,41.796875,1.04,SLICK_SINKER_BARS,FALSE,77.26,77.26,77.26,0,9825.6,1.5
557-70-1097,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.74,1.8,Vertical,58.420013,94.319207,134.325505,34.951592,62.913437,15.271007,78.184444,1.04,SLICK_SINKER_BARS,FALSE,37.67,25.65,37.67,0,9872.8,1.5
202-88-8081,00:00.0,00:00.0,00:00.0,Tubing,0,144,17.14,1.38,Vertical,78.62,98.483054,118.564662,46.118304,119.713449,62.597831,182.31128,1.2,SLICK_SINKER_BARS,FALSE,198.86,198.86,198.86,0,10401.3,1.75
627-41-0663,00:00.0,00:00.0,36:00.0,Tubing,0,144,19.12,5.17,LowTangent,,92.352113,100.246479,7.894366,68.809859,60.633803,129.443662,1.04,SLICK_SINKER_BARS,FALSE,,,,0,10510.2,1.5
725-53-0188,30:00.0,30:00.0,00:00.0,Tubing,0.5,168.2200012,17.11,27.85,OffLease,100.124019,184.355357,266.028958,79.710217,36.997989,37.858908,74.856897,1.105029,SLICK_SINKER_BARS,TRUE,671.69,671.69,296.97,0,9579.8,1.75
379-50-7534,00:00.0,00:00.0,00:00.0,Tubing,0,144,19.22,1.58,Vertical,60.87818,85.238285,62.217557,-22.649779,44.706082,59.201965,103.908048,1.04,SLICK_SINKER_BARS,FALSE,43.21,43.21,43.21,0,9941.2,1.5
606-50-4194,00:00.0,11:00.0,,,0,144,20.72,5.89,LowTangent,71.364072,86.300619,98.922887,11.807744,80.622308,34.304462,114.926769,1.04,SLICK_SINKER_BARS,FALSE,,,,0,10036.7,1.75
869-64-7299,00:00.0,00:00.0,25:00.0,Tubing,0,168,20.7,2.19,Vertical,42.985549,72.974116,92.889121,24.14982,119.053892,60.535928,179.58982,1.04,SLICK_SINKER_BARS,FALSE,132.78,132.78,132.78,0,9915.2,1.75
099-27-1775,30:00.0,00:00.0,00:00.0,Tubing,0,144.0399933,19.45,2.37,Vertical,55.588967,82.016296,124.096777,39.868115,95.932664,47.649303,143.581967,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,114.27,114.27,114.27,127.93,9771.5,1.5
585-79-5534,00:00.0,37:11.3,,,0,144,19.25,2.12,Vertical,62.064281,56.219864,57.775876,1.556011,27.780798,40.488373,68.269171,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,10013.4,1.5
734-77-6307,00:00.0,00:00.0,37:00.0,Tubing,0,144,19.3,2.18,Vertical,,85.08596,145.386819,60.30086,90.338109,51.017192,141.355301,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,10548.4,1.5
268-40-1175,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,40.58,1.94,Vertical,,,,,,,,,SLICK_SINKER_BARS,FALSE,,,,0,9210.5,1.75
286-84-6336,00:00.0,30:00.0,00:00.0,Tubing,0,0,18.07,6.4,LowTangent,,84.594388,151.40051,66.806122,123.971939,44.387755,168.359694,,SLICK_SINKER_BARS,FALSE,,,,0,10057.5,1.75
396-77-1868,00:00.0,00:00.0,,,0,144,20.73,1.95,Vertical,,74.325,176.275074,97.922611,133.810701,64.181028,197.991729,,SLICK_SINKER_BARS,FALSE,195.69,195.69,195.69,0,10321.5,1.5
337-28-7670,30:00.0,00:00.0,,,0,144,19.25,5.56,LowTangent,,158.106037,245.263648,87.157612,188.107612,44.772756,232.880367,,SLICK_SINKER_BARS,FALSE,,,,0,10171.8,1.75
726-35-7544,00:00.0,15:00.0,38:00.0,Tubing,1,144,20.11,2.39,Vertical,66.619722,84.445,184.816,98.212917,148.113889,104.242569,252.356458,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,208.95,108.66,208.95,0,10299.3,2
629-30-1499,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,19.27,1.62,Vertical,,43.736053,73.970658,30.234605,40.638684,13.825789,54.464474,,SINKER_BARS_W_GUIDED_SUBS,FALSE,175.59,120.5,175.59,0,10441.9,1.5
063-01-5615,00:00.0,00:00.0,00:00.0,Tubing,0,165.3959946,17.11,11.79,HighTangent,89.209469,183.574054,229.278286,63.447846,386.059839,449.704819,835.764659,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,296.06,296.06,131.89,260.7,8716.6,2
882-47-3625,30:00.0,37:11.3,,,0,144.0399933,17.15,3.52,Vertical,55.60625,63.633021,85.721383,20.389082,74.057755,33.082959,107.140714,1.04,SLICK_SINKER_BARS,TRUE,602.3,509.51,378.23,325.69,9659.5,1.5
510-95-6329,00:00.0,37:11.3,,,0,106.5,20.72,1.87,Vertical,30.253118,30.491984,29.802321,-1.207906,10.246362,2.94315,13.189512,1.2,SLICK_SINKER_BARS,FALSE,87.43,35.63,87.43,0,9726.8,1.25
308-76-2261,00:00.0,00:00.0,27:00.0,Tubing,0,144,20.74,5.4,LowTangent,,72.549628,63.76027,-8.789358,99.653689,54.35276,154.032301,,SLICK_SINKER_BARS,FALSE,133.15,122.5,133.15,0,9893.4,1.75
368-86-9975,00:00.0,37:11.3,,,0,144.0399933,17.19,5,LowTangent,78.737887,134.037385,193.464485,58.217795,63.107677,22.853485,85.961162,1.04,SUCKER_RODS_W_GUIDES,TRUE,236.9,236.9,108.33,0,9541.5,1.75
268-40-9553,00:00.0,01:00.0,00:00.0,Tubing,0,144,17.12,6.44,LowTangent,46.041404,68.255565,51.737647,-2.822914,48.932558,25.244755,74.144522,1.04,SLICK_SINKER_BARS,TRUE,312.07,312.07,312.07,0,9897.1,1.75
322-19-7740,00:00.0,00:00.0,09:00.0,Rods,0,167.6275459,17.15,5.63,LowTangent,63.975513,73.068252,82.354667,5.41802,84.611675,41.104061,125.715736,1.04,SLICK_SINKER_BARS,TRUE,417.91,417.91,288.92,0,9820.6,1.75
564-15-5761,00:00.0,00:00.0,,,0,144.0399933,17.13,5.63,LowTangent,55.015132,81.459281,105.103399,23.644118,101.216169,30.530519,131.746688,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,241.9,241.9,140.7,190.36,9921.9,1.75
595-18-1894,00:00.0,37:11.3,,,0,144.1999969,17.14,1.77,Vertical,79.627773,106.779234,83.318129,-22.193697,78.613742,26.688842,105.302584,1.2,SINKER_BARS_W_GUIDED_SUBS,FALSE,54.56,42.27,54.56,0,10343.3,1.75
804-17-6321,00:00.0,00:00.0,49:00.0,Tubing,0,168,20.77,3,Vertical,45.797846,72.357593,84.354024,15.226429,108.714286,78.503968,187.218254,1.04,SLICK_SINKER_BARS,FALSE,254.63,254.63,254.63,0,9471.9,2
292-26-5777,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,168,40,1.6,Vertical,,44.907358,43.383446,2.900524,44.812622,21.51176,66.324382,,SINKER_BARS_W_GUIDED_SUBS,FALSE,,,,0,10001.6,1.5
141-09-6675,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.9,1.25,Vertical,,0,0,0,35.87379,7.705848,43.579638,,SLICK_SINKER_BARS,FALSE,,,,0,9416.9,1.75
717-58-8813,00:00.0,37:11.3,,,0,168.2599945,17.12,8.81,LowTangent,100.348448,161.78931,139.107069,-22.682241,106.542614,148.820455,255.363068,1.04,SLICK_SINKER_BARS,TRUE,245.56,245.56,139.78,0,9790.6,1.75
649-34-1256,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.89,1.89,Vertical,,0,0,0,70.452059,10.784191,81.23625,,SLICK_SINKER_BARS,FALSE,,,,0,8773.2,1.25
112-36-5012,00:00.0,30:00.0,,,0,144,19.24,2.1,Vertical,,60.012246,192.203995,132.139198,53.004225,10.088705,63.104789,1.2,SINKER_BARS_W_GUIDED_SUBS,TRUE,96.58,96.58,96.58,0,10026.9,1.25
472-82-5539,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,19.28,1.16,Vertical,,68.124,66.348,-1.776,102.057315,54.525,156.689238,,SLICK_SINKER_BARS,FALSE,50.85,41.14,50.85,0,9929.3,1.5
236-53-8332,00:00.0,30:00.0,,,0,144.1999969,19.26,2.43,Vertical,64.6,119.336897,93.050287,-23.615171,28.056366,31.449944,59.50631,,SINKER_BARS_W_GUIDED_SUBS,TRUE,183.08,138.87,183.08,0,9995.2,1.25
386-71-6959,00:00.0,37:11.3,,,0,168.0200043,17.09,5.22,LowTangent,69.38607,67.821362,86.211813,17.833755,43.414864,42.849358,86.264222,1.189669,SLICK_SINKER_BARS,TRUE,204.49,204.49,204.49,194.18,9815.8,1.5
165-35-2102,00:00.0,30:00.0,00:00.0,Tubing,0,144,19.3,1.9,Vertical,,78.510691,145.946911,67.43622,121.829268,35.417886,157.247154,1.04,SLICK_SINKER_BARS,FALSE,357.7,357.7,357.7,0,10229.5,1.5
781-01-0681,00:00.0,00:00.0,,,0,144,20.73,1.58,Vertical,,78.156625,98.710813,20.554188,121.769813,22.172688,143.9425,,SLICK_SINKER_BARS,FALSE,,,,0,9893.5,1.5
084-60-2952,02:00.0,37:11.3,,,0,144,20.74,2.5,Vertical,27.536118,41.506028,40.577737,-0.928292,27.856894,1.689256,29.54615,1.2,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,9371.6,1.25
446-37-3552,30:00.0,30:00.0,23:00.0,Sucker Rod Pump,0,169.3999939,20,7.17,LowTangent,67.1175,91.481107,85.630819,-6.521822,65.733856,38.298457,104.032314,1.041495,SLICK_SINKER_BARS,TRUE,277.42,277.42,200.13,439.68,9802.3,2
682-15-4319,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144.0399933,0,6.1,LowTangent,60.091199,66.716051,87.388675,22.253038,94.166163,21.41994,115.586103,1.04,SUCKER_RODS_W_GUIDES,FALSE,,,,0,9278.1,1.75
515-60-9781,15:00.0,00:00.0,38:00.0,Tubing,0,144,17.27,10.29,HighTangent,34.44557,95.456966,96.507123,2.503221,143.57047,148.812081,292.38255,,SINKER_BARS_W_GUIDED_SUBS,FALSE,279.15,279.15,279.15,0,10050.3,1.75
480-46-7415,00:00.0,00:00.0,46:00.0,Tubing,0,144.0399933,0,5.34,LowTangent,59.722385,104.902179,128.690336,28.901925,91.866109,27.050209,118.916318,1.04,SLICK_SINKER_BARS,FALSE,159.1,159.1,159.1,0,10036.9,1.75
190-68-4039,00:00.0,00:00.0,35:00.0,Sucker Rod Pump,0,144,20.14,1.7,Vertical,,43.426536,83.064227,39.637691,33.444955,6.772185,40.218111,,SLICK_SINKER_BARS,FALSE,64.21,45.85,64.21,0,10157.9,Other
230-32-6296,30:00.0,37:11.3,,,0,144,17.17,1.6,Vertical,55.681809,67.506484,78.189652,7.982485,32.868738,11.091912,43.96065,1.190118,SINKER_BARS_W_GUIDED_SUBS,FALSE,92.22,68.76,92.22,0,10078.2,1.5
595-18-1894,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,19.25,1.77,Vertical,,81.127404,69.009615,-12.117788,51.639784,7.783462,59.423245,,SLICK_SINKER_BARS,FALSE,53.45,46.58,53.45,0,10403,1.5
253-32-2615,00:00.0,00:00.0,37:00.0,Tubing,0,144.0399933,19.24,2.2,Vertical,60.700127,73.546562,96.036429,22.284864,118.593291,21.620545,140.213836,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,262.71,262.71,262.71,0,9375,1.75
673-60-0509,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.92,1.92,Vertical,,56.010638,40.361702,-15.648936,67.139149,11.932872,79.072021,,SLICK_SINKER_BARS,FALSE,77.71,77.71,77.71,0,10519,1.5
754-07-2342,30:00.0,37:11.3,,,0,168.0200043,17.07,14.5,HighTangent,97.128829,125.616545,260.765455,133.928378,216.286486,79.058559,295.345045,1.04,SLICK_SINKER_BARS,TRUE,278.82,223.69,223.69,0,7760,2
792-96-3646,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.74,4,LowTangent,,53.504274,92.905983,39.401709,107.699052,6.498718,114.253793,,SLICK_SINKER_BARS,FALSE,139.2,57.71,139.2,0,9878.8,1.5
386-71-6959,30:00.0,00:00.0,00:00.0,Tubing,0,168.0200043,17.09,5.22,LowTangent,56.677714,57.288129,80.188,11.648286,47.3324,50.627714,97.960114,1.04,SUCKER_RODS_W_GUIDES,TRUE,259.06,259.06,259.06,194.18,9815.8,1.5
100-18-9193,30:00.0,37:11.3,,,0,145.5599976,18.72,1.52,Vertical,65.864899,70.974116,79.193671,9.033487,42.795014,37.022219,79.817233,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,116.74,36.98,116.74,130.22,9651.2,1.5
154-19-4786,00:00.0,30:00.0,10:00.0,Tubing,0,144,17.19,3.5,Vertical,62.374686,99.343165,125.133135,-20.047333,114.0625,68.235417,182.297917,1.04,SLICK_SINKER_BARS,FALSE,118.07,118.07,118.07,0,10271.1,1.75
465-04-0106,00:00.0,37:11.3,,,0,144,20.7,2.3,Vertical,60.179463,71.133898,,,21.775679,17.119369,38.895048,1.2,SLICK_SINKER_BARS,FALSE,,,,129.29,10010.2,1.5
782-14-2769,00:00.0,00:00.0,00:00.0,Tubing,0,168.2200012,20.06,26.7,OffLease,84.456136,191.918537,228.426954,36.276647,84.948555,47.347784,132.296339,1.04,SUCKER_RODS_W_GUIDES,TRUE,558.64,558.64,0,0,11003.7,1.25
115-43-0977,00:00.0,00:00.0,,,0,144.1999969,2.96,2.26,Vertical,49.259159,121.318785,216.628302,92.94213,31.046296,5.231481,36.277778,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,133.52,133.52,133.52,160.05,9620,1.5
301-85-9041,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.1,2.2,Vertical,,,,,,,,,SLICK_SINKER_BARS,FALSE,,,,0,8417.7,1.75
087-71-1484,00:00.0,00:00.0,56:00.0,Tubing,5,144,0,1.7,Vertical,50.770179,144.414132,58.413018,-74.263094,95.262428,51.150512,146.41294,1.04,SLICK_SINKER_BARS,FALSE,85.19,85.19,85.19,0,10122.3,2
361-48-8883,00:00.0,37:11.3,,,0,144,17.34,6.11,LowTangent,53.702656,72.291094,76.35776,2.218125,97.9375,36.382813,134.320313,1.04,SLICK_SINKER_BARS,TRUE,324.02,324.02,134.33,0,9493,1.75
763-86-7289,00:00.0,00:00.0,00:00.0,Rods,0,144,17.07,1.58,Vertical,,66.327273,141.740909,75.413636,86.721854,20.109272,106.831126,,SLICK_SINKER_BARS,FALSE,,,,0,9579.6,1.75
509-38-2250,00:00.0,37:11.3,,,1,169.4299927,19.56,4.03,LowTangent,70.828887,77.015725,122.477481,45.128621,87.153636,21.430015,108.583652,1.04,SUCKER_RODS_W_GUIDES,TRUE,145.4,145.4,145.4,190.3,9809.3,1.5
